ENTREZ_GENE_ID	HUGO_GENE_SYMBOL
-38495	OTUD5_PS445
-73470	OTUD5_PS503
-92029	OTUD5_PS508
-5373	OTUD5_PS64
-69882	OTUD5_PT444
-5375	OTUD5_PY175
-22117	OTUD5_PY175_S177
139562	OTUD6A
51633	OTUD6B
100506365	OTUD6B-AS1
161725	OTUD7A
-73497	OTUD7A_PS119
-29470	OTUD7A_PT822
56957	OTUD7B
-16168	OTUD7B_PS100
-63298	OTUD7B_PS100_S103
-35950	OTUD7B_PS100_S104
-63301	OTUD7B_PS100_S105
-16169	OTUD7B_PS103
-16170	OTUD7B_PS104
-16171	OTUD7B_PS105
-73394	OTUD7B_PS449
-66501	OTUD7B_PS449_S453
-73134	OTUD7B_PS453
-16172	OTUD7B_PS464
-68828	OTUD7B_PS464_S467
-71787	OTUD7B_PS464_S467_S471
-28923	OTUD7B_PS464_S471
-16173	OTUD7B_PS467
-60582	OTUD7B_PS467_S471
-89275	OTUD7B_PS471
-59669	OTUD7B_PS745
-89276	OTUD7B_PT451
-89277	OTUD7B_PT461
-25023	OTUD7B_PY631
90268	OTULIN
54491	OTULINL
-34511	OTULIN_PS191_T193
5013	OTX1
5015	OTX2
100309464	OTX2-AS1
100033409	OTX2P1
148756	OVAAL
124641	OVCA2
-76023	OVCA2_PS168
574048	OVCAS1
341350	OVCH1
101055625	OVCH1-AS1
341277	OVCH2
5016	OVGP1
5017	OVOL1
101927828	OVOL1-AS1
58495	OVOL2
-50298	OVOL2_PS11
-63999	OVOL2_PS267
-68183	OVOL2_PS267_S269
-63992	OVOL2_PS269
-70514	OVOL2_PT266
728361	OVOL3
408186	OVOS
144203	OVOS2
5018	OXA1L
-11473	OXA1L_PS424
-11474	OXA1L_PS479
5019	OXCT1
100874002	OXCT1-AS1
-75187	OXCT1_PS509
64064	OXCT2
192217	OXCT2P1
165140	OXER1
27199	OXGR1
339229	OXLD1
92106	OXNAD1
55074	OXR1
-43142	OXR1_PS108
-70394	OXR1_PS16
-61029	OXR1_PS201
-61577	OXR1_PS201_S202
-61573	OXR1_PS201_S204
-58876	OXR1_PS201_T203
-61031	OXR1_PS202
-19647	OXR1_PS202_S204
-35636	OXR1_PS202_T203
-61027	OXR1_PS204
-58902	OXR1_PS285
-37447	OXR1_PS294
-7203	OXR1_PS307
-49141	OXR1_PS334
-42616	OXR1_PS346
-55473	OXR1_PS354
-64243	OXR1_PS355
-57686	OXR1_PS367
-72896	OXR1_PS388
-30412	OXR1_PS402
-36972	OXR1_PS452
-36964	OXR1_PS458
-69187	OXR1_PS496
-24618	OXR1_PS576
-7204	OXR1_PS689_T694
-7201	OXR1_PS91
-41481	OXR1_PT203
-22288	OXR1_PT203_S204
-7202	OXR1_PT305
-28848	OXR1_PT34_S38
-76374	OXR1_PT373
-25200	OXR1_PT391
-27650	OXR1_PT403
-7200	OXR1_PT73
-7199	OXR1_PY72
54995	OXSM
9943	OXSR1
-83545	OXSR1_PS324
-69470	OXSR1_PS324_S325
-83546	OXSR1_PS325
-35901	OXSR1_PS339
-42778	OXSR1_PS355
-11571	OXSR1_PS359
-65716	OXSR1_PS422
-65714	OXSR1_PS425
-11572	OXSR1_PS427
-61267	OXSR1_PT185
-52894	OXSR1_PT310
5020	OXT
5021	OXTR
-2526	OXTR_PS366
-2527	OXTR_PS368
-2528	OXTR_PS369
-2529	OXTR_PS370
5023	P2RX1
-85752	P2RX1_PS388
22953	P2RX2
5024	P2RX3
5025	P2RX4
5026	P2RX5
100533970	P2RX5-TAX1BP3
9127	P2RX6
440799	P2RX6P
5027	P2RX7
-92564	P2RX7_PT449
-57565	P2RX7_PY298_Y299
5028	P2RY1
27334	P2RY10
449518	P2RY10BP
654813	P2RY10P1
5032	P2RY11
64805	P2RY12
53829	P2RY13
9934	P2RY14
-85507	P2RY1_PS343
-85508	P2RY1_PS346
5029	P2RY2
5030	P2RY4
5031	P2RY6
286530	P2RY8
-59404	P2RY8_PS324
-90212	P2RY8_PS332
-90213	P2RY8_PS335
-74598	P2RY8_PT320
-90214	P2RY8_PT348
64175	P3H1
-40971	P3H1_PS418
-58155	P3H1_PS706
-50972	P3H1_PT436
55214	P3H2
101929152	P3H2-AS1
10536	P3H3
-21867	P3H3_PS694
10609	P3H4
110117498	P3R3URF
5033	P4HA1
-22218	P4HA1_PY289
8974	P4HA2
100861518	P4HA2-AS1
283208	P4HA3
101928580	P4HA3-AS1
5034	P4HB
-38134	P4HB_PS264
-38132	P4HB_PS266
-2530	P4HB_PS32
-2531	P4HB_PS331
-32458	P4HB_PS357
-33733	P4HB_PS439
-52916	P4HB_PS88
54681	P4HTM
5036	PA2G4
389884	PA2G4P1
170533	PA2G4P2
619212	PA2G4P3
647033	PA2G4P4
389424	PA2G4P5
646083	PA2G4P6
-56234	PA2G4_PT366_S375
-27968	PA2G4_PT386
80227	PAAF1
-22595	PAAF1_PS105
-67737	PAAF1_PS77
26986	PABPC1
80336	PABPC1L
340529	PABPC1L2A
645974	PABPC1L2B
101928345	PABPC1L2B-AS1
26980	PABPC1P1
285314	PABPC1P10
100421058	PABPC1P11
100129604	PABPC1P12
644758	PABPC1P13
728773	PABPC1P2
26978	PABPC1P3
341315	PABPC1P4
100131374	PABPC1P5
100128696	PABPC1P6
100128183	PABPC1P7
100132766	PABPC1P8
100130338	PABPC1P9
-51692	PABPC1_PS237
-24310	PABPC1_PS315
-64233	PABPC1_PS426
-42609	PABPC1_PS434
-19353	PABPC1_PS51
-54637	PABPC1_PS599
-47500	PABPC1_PS96
-45285	PABPC1_PT319
-45441	PABPC1_PT321
-31966	PABPC1_PY54
5042	PABPC3
8761	PABPC4
101929516	PABPC4-AS1
132430	PABPC4L
-65062	PABPC4_PS315
-63483	PABPC4_PS486
-27630	PABPC4_PS51
-38986	PABPC4_PS600
-23844	PABPC4_PS624
-53725	PABPC4_PS96
-22716	PABPC4_PT597
-43538	PABPC4_PY54
140886	PABPC5
102724167	PABPC5-AS1
8106	PABPN1
390748	PABPN1L
-11274	PABPN1_PS150
-58842	PABPN1_PS197
-73516	PABPN1_PS90
-50508	PABPN1_PS95
5043	PABX
5044	PABY
55248	PACC1
-93480	PACC1_PY10
110366357	PACD
103752588	PACERR
135138	PACRG
285796	PACRG-AS1
101929239	PACRG-AS2
729658	PACRG-AS3
133015	PACRGL
-48940	PACRGL_PS46
-90853	PACRGL_PS47
-70545	PACRGL_PS74
-25758	PACRGL_PT45
55690	PACS1
-89623	PACS1_PS23
-69448	PACS1_PS278
-59767	PACS1_PS28
-15731	PACS1_PS320
-15732	PACS1_PS355
-89624	PACS1_PS379
-89625	PACS1_PS381
-15733	PACS1_PS423
-15736	PACS1_PS430
-53860	PACS1_PS451
-89626	PACS1_PS486
-27806	PACS1_PS493
-53484	PACS1_PS493_T504
-15737	PACS1_PS495
-71695	PACS1_PS495_T504
-15738	PACS1_PS497
-15740	PACS1_PS519
-15741	PACS1_PS528
-50203	PACS1_PS528_S529
-25697	PACS1_PS528_S529_S531
-45688	PACS1_PS528_S529_S534
-28604	PACS1_PS528_S531
-76997	PACS1_PS528_S531_S534
-28606	PACS1_PS528_S534
-15742	PACS1_PS529
-37638	PACS1_PS529_S531_S534
-66656	PACS1_PS529_S534
-15743	PACS1_PS531
-15744	PACS1_PS534
-65604	PACS1_PS666
-27781	PACS1_PS760
-43499	PACS1_PS770
-49371	PACS1_PS779
-31609	PACS1_PS781
-15730	PACS1_PT319
-89627	PACS1_PT388
-15734	PACS1_PT428
-15735	PACS1_PT429
-73351	PACS1_PT453
-15739	PACS1_PT504
-51414	PACS1_PT526
-23176	PACS1_PT780
-24922	PACS1_PT795
23241	PACS2
-46122	PACS2_PS327_S331
-62455	PACS2_PS330
-62454	PACS2_PS331
-4463	PACS2_PS349
-75531	PACS2_PS359
-28623	PACS2_PS359_S370
-68946	PACS2_PS366
-54659	PACS2_PS366_S370
-68941	PACS2_PS368
-21878	PACS2_PS368_S370
-33256	PACS2_PS368_T372
-32321	PACS2_PS370
-4464	PACS2_PS390
-4467	PACS2_PS416
-4468	PACS2_PS437
-4469	PACS2_PS453
-90183	PACS2_PS691
-90184	PACS2_PS694
-90185	PACS2_PS700
-20506	PACS2_PS709
-60909	PACS2_PT372
-4465	PACS2_PT412
-4466	PACS2_PT414
-90186	PACS2_PT704
-90187	PACS2_PT708
-38054	PACS2_PT737
29993	PACSIN1
-62107	PACSIN1_PS361
-36223	PACSIN1_PS365
-57713	PACSIN1_PS372
-38031	PACSIN1_PT184
11252	PACSIN2
-70266	PACSIN2_PS305
-51035	PACSIN2_PS305_S313
-44591	PACSIN2_PS305_T311
-33608	PACSIN2_PS313
-48631	PACSIN2_PS339
-94928	PACSIN2_PS345
-94929	PACSIN2_PS346
-52543	PACSIN2_PS358
-57161	PACSIN2_PS362
-94930	PACSIN2_PS375
-94931	PACSIN2_PS386
-94932	PACSIN2_PS387
-94933	PACSIN2_PS399
-94934	PACSIN2_PS403
-6860	PACSIN2_PS405
-94935	PACSIN2_PS416
-94936	PACSIN2_PS425
-63080	PACSIN2_PT311
-43310	PACSIN2_PT311_S313
-94937	PACSIN2_PT424
29763	PACSIN3
-6861	PACSIN3_PS276
-46888	PACSIN3_PS303
-6862	PACSIN3_PS319
-40382	PACSIN3_PS354
-22071	PACSIN3_PS383
-21474	PACSIN3_PT324
-94697	PACSIN3_PT326
-66801	PACSIN3_PT347
29943	PADI1
11240	PADI2
-73041	PADI2_PS371
-19400	PADI2_PS536
-32727	PADI2_PS72
51702	PADI3
23569	PADI4
-50823	PADI4_PS226
353238	PADI6
5047	PAEP
138159	PAEPP1
54623	PAF1
-47139	PAF1_PS28
-90854	PAF1_PS456
-90855	PAF1_PS460
-90856	PAF1_PS466
-34219	PAF1_PY25
5048	PAFAH1B1
7845	PAFAH1B1P1
27002	PAFAH1B1P2
-2375	PAFAH1B1_PS109
-38602	PAFAH1B1_PT80
-48838	PAFAH1B1_PY102
-75177	PAFAH1B1_PY47
5049	PAFAH1B2
-25970	PAFAH1B2_PS64
5050	PAFAH1B3
-28311	PAFAH1B3_PS47
-46187	PAFAH1B3_PS63
5051	PAFAH2
404715	PAFC
55824	PAG1
-34231	PAG1_PS150
-48376	PAG1_PS170
-48375	PAG1_PS171
-69687	PAG1_PS229
-48052	PAG1_PS239
-93945	PAG1_PS282
-47002	PAG1_PS288
-15935	PAG1_PS295
-30976	PAG1_PS296
-93946	PAG1_PS298
-42330	PAG1_PS343
-56510	PAG1_PS354
-55375	PAG1_PS419
-15933	PAG1_PS50
-15934	PAG1_PS61
-59049	PAG1_PT287
-68425	PAG1_PY227
-52830	PAG1_PY417
8712	PAGE1
203569	PAGE2
389860	PAGE2B
-64020	PAGE2B_PS11
-64019	PAGE2B_PS12
-70554	PAGE2B_PS20
-35085	PAGE2B_PS21
139793	PAGE3
9506	PAGE4
90737	PAGE5
79447	PAGR1
-92821	PAGR1_PS143
-92822	PAGR1_PS148
-72475	PAGR1_PS237
-56404	PAGR1_PS242
-56403	PAGR1_PS243
-60609	PAGR1_PT138
-56857	PAGR1_PT138_S143_S148
5053	PAH
10606	PAICS
780814	PAICSP1
780815	PAICSP2
780810	PAICSP3
780813	PAICSP4
780811	PAICSP5
780812	PAICSP6
780816	PAICSP7
-84676	PAICS_PS107
-59419	PAICS_PS27
-62056	PAICS_PT105
-4003	PAICS_PT238
-71922	PAICS_PY22
-84677	PAICS_PY231
10605	PAIP1
100421582	PAIP1P1
-28928	PAIP1_PS77
-65601	PAIP1_PS82
-46557	PAIP1_PT390
51247	PAIP2
400961	PAIP2B
5058	PAK1
55003	PAK1IP1
-66452	PAK1IP1_PS320
-4912	PAK1_PS115
-87210	PAK1_PS139
-4914	PAK1_PS144
-38531	PAK1_PS149
-63589	PAK1_PS155
-63588	PAK1_PS156
-20335	PAK1_PS174
-87211	PAK1_PS199
-4915	PAK1_PS204
-41686	PAK1_PS220
-57936	PAK1_PS220_S223
-63610	PAK1_PS220_T225
-26894	PAK1_PS220_T230
-41687	PAK1_PS223
-54676	PAK1_PS249
-33142	PAK1_PS259
-33964	PAK1_PS422
-55748	PAK1_PT113
-87212	PAK1_PT185
-87213	PAK1_PT197
-4916	PAK1_PT212
-60736	PAK1_PT212_S223
-4917	PAK1_PT214
-50711	PAK1_PT219
-24356	PAK1_PT219_T225
-72322	PAK1_PT225
-72325	PAK1_PT229
-35644	PAK1_PT230
-35646	PAK1_PT239
-73199	PAK1_PT415
-41775	PAK1_PT423
-4913	PAK1_PY142
-4911	PAK1_PY55
5062	PAK2
-10071	PAK2_PS132
-10073	PAK2_PS141
-41707	PAK2_PS141_T143
-10074	PAK2_PS152
-35653	PAK2_PS19
-10075	PAK2_PS197
-72327	PAK2_PS20
-10076	PAK2_PS209
-87215	PAK2_PS217
-71935	PAK2_PS401
-65849	PAK2_PS55
-38694	PAK2_PS58
-87216	PAK2_PS64
-22551	PAK2_PS75
-22554	PAK2_PS78
-87217	PAK2_PT134
-44209	PAK2_PT143
-77457	PAK2_PT154
-55706	PAK2_PT169
-34194	PAK2_PT178
-73126	PAK2_PT21
-24715	PAK2_PT394
-25235	PAK2_PT402
-10070	PAK2_PY130
-10072	PAK2_PY139
-68306	PAK2_PY139_S141
-60108	PAK2_PY139_T143
-41430	PAK2_PY194
5063	PAK3
-59275	PAK3_PS139
-31350	PAK3_PS171
-27145	PAK3_PS205
-35775	PAK3_PS257
-53140	PAK3_PS420
-83240	PAK3_PS435
-74038	PAK3_PT413
-75038	PAK3_PT421
-83241	PAK3_PT436
10298	PAK4
-3190	PAK4_PS104
-65878	PAK4_PS142
-65884	PAK4_PS148
-3191	PAK4_PS181
-60080	PAK4_PS258
-76239	PAK4_PS258_S267
-43717	PAK4_PS258_S291
-66706	PAK4_PS267
-75193	PAK4_PS267_S291
-47914	PAK4_PS291
-3189	PAK4_PS41
-51134	PAK4_PS445
-3193	PAK4_PS474
-21271	PAK4_PS93
-21268	PAK4_PS97
-51654	PAK4_PS97_S104
-27996	PAK4_PS97_S99
-21264	PAK4_PS99
-62864	PAK4_PS99_S104
-77641	PAK4_PT187
-3192	PAK4_PT207
-66630	PAK4_PT478
-61756	PAK4_PT95
-59533	PAK4_PY480
57144	PAK5
-94222	PAK5_PS602
56924	PAK6
-75931	PAK6_PS113
-32703	PAK6_PS179
-72263	PAK6_PS207
-62051	PAK6_PS346
-22408	PAK6_PS560
-63534	PAK6_PS616
-61328	PAK6_PT361
-43649	PAK6_PT564
79728	PALB2
-46939	PALB2_PS168
-27164	PALB2_PS190
-75689	PALB2_PS209
-37423	PALB2_PS387
-25972	PALB2_PS660
-30196	PALB2_PT166
-40255	PALB2_PT386
-51587	PALB2_PT754
-51629	PALB2_PT757
27143	PALD1
-60251	PALD1_PS406
23022	PALLD
-67893	PALLD_PS1001
-91486	PALLD_PS1101
-91487	PALLD_PS1104
-91488	PALLD_PS1106
-91489	PALLD_PS1116
-56494	PALLD_PS1118
-34446	PALLD_PS1118_S1121
-22433	PALLD_PS1118_S1121_S1123
-41397	PALLD_PS1118_S1123
-68499	PALLD_PS1121
-25105	PALLD_PS1121_S1123
-64500	PALLD_PS1123
-42440	PALLD_PS1133
-22826	PALLD_PS1133_S1135
-65542	PALLD_PS1133_S1135_S1138
-68698	PALLD_PS1133_S1138
-51452	PALLD_PS1135
-75483	PALLD_PS1135_S1138
-22914	PALLD_PS1138
-91490	PALLD_PS1167
-91491	PALLD_PS1179
-32145	PALLD_PS1196
-91492	PALLD_PS1333
-43555	PALLD_PS1350
-91493	PALLD_PS1352
-36566	PALLD_PS1369
-58563	PALLD_PS1386
-6451	PALLD_PS14
-6452	PALLD_PS17
-6455	PALLD_PS182
-6456	PALLD_PS259
-6457	PALLD_PS393
-26516	PALLD_PS401
-6458	PALLD_PS407
-6459	PALLD_PS410
-36288	PALLD_PS423
-6453	PALLD_PS46
-6454	PALLD_PS47
-43262	PALLD_PS479
-20643	PALLD_PS641
-63882	PALLD_PS669
-59465	PALLD_PS717
-30056	PALLD_PS719
-31903	PALLD_PS725
-23428	PALLD_PS726
-44403	PALLD_PS728
-68165	PALLD_PS746
-50209	PALLD_PS747
-55145	PALLD_PS747_S754
-62559	PALLD_PS747_S755
-91494	PALLD_PS754
-19668	PALLD_PS754_S755
-43248	PALLD_PS754_S757
-46878	PALLD_PS754_S758
-58071	PALLD_PS755
-25466	PALLD_PS755_S757
-40812	PALLD_PS755_S758
-26869	PALLD_PS755_S760
-77429	PALLD_PS757
-77683	PALLD_PS757_S758
-50303	PALLD_PS758
-51651	PALLD_PS760
-91495	PALLD_PS763
-91496	PALLD_PS766
-91497	PALLD_PS796
-91498	PALLD_PS798
-6450	PALLD_PS8
-91499	PALLD_PS808
-91500	PALLD_PS830
-49990	PALLD_PS877
-63966	PALLD_PS877_S880
-69201	PALLD_PS877_S880_S882
-63965	PALLD_PS877_S882
-49136	PALLD_PS880
-40080	PALLD_PS880_S882
-49144	PALLD_PS882
-60930	PALLD_PS892
-31401	PALLD_PS892_S894
-46072	PALLD_PS892_S894_S897
-33105	PALLD_PS892_S897
-68722	PALLD_PS893
-71833	PALLD_PS894
-63321	PALLD_PS894_S897
-37451	PALLD_PS897
-37787	PALLD_PS955
-91501	PALLD_PS963
-91502	PALLD_PS970
-91503	PALLD_PS979
-91504	PALLD_PS984
-47753	PALLD_PS987
-25786	PALLD_PS996
-58930	PALLD_PS996_S1001
-91505	PALLD_PT1163
-29061	PALLD_PT1180
-91506	PALLD_PT1336
-49485	PALLD_PT635
-27515	PALLD_PT643
-74488	PALLD_PT719
-60348	PALLD_PT751
-57889	PALLD_PT877
-91507	PALLD_PT900
-36234	PALLD_PT939
-64851	PALLD_PY1343
-6460	PALLD_PY615
-91508	PALLD_PY990
5064	PALM
114299	PALM2
445815	PALM2-AKAP2
-22522	PALM2_PS155
-3613	PALM2_PS228
-75240	PALM2_PS260
-3614	PALM2_PS318
-33628	PALM2_PS70
342979	PALM3
-5737	PALM3_PS124
-5738	PALM3_PS126
-5739	PALM3_PS132
-5740	PALM3_PS143
-5741	PALM3_PS143_T151
-80216	PALM3_PS155
-80218	PALM3_PS157
-77020	PALM3_PS189
-47544	PALM3_PS260
-5744	PALM3_PS302
-52420	PALM3_PS303
-5745	PALM3_PS375
-27146	PALM3_PS420
-5746	PALM3_PS436
-5747	PALM3_PS439
-5748	PALM3_PS544
-5749	PALM3_PS548
-5750	PALM3_PS550
-5742	PALM3_PT151
-62303	PALM3_PT151_S155
-5743	PALM3_PT301
54873	PALMD
-39145	PALMD_PS112
-60597	PALMD_PS135
-25051	PALMD_PS251
-15536	PALMD_PS253
-15538	PALMD_PS321
-31064	PALMD_PS331
-31579	PALMD_PS364
-46291	PALMD_PS364_S370
-45129	PALMD_PS370
-15540	PALMD_PS384
-15541	PALMD_PS385
-43864	PALMD_PS489
-15542	PALMD_PS498
-51817	PALMD_PS515
-73473	PALMD_PS520
-33397	PALMD_PT15
-19382	PALMD_PT255
-41389	PALMD_PT270
-15539	PALMD_PT342
-68719	PALMD_PT374
-74649	PALMD_PT526
-69813	PALMD_PY257
-15537	PALMD_PY262
-19797	PALMD_PY267
-3683	PALM_PS116
-3684	PALM_PS116_S124
-3685	PALM_PS124
-38897	PALM_PS138_T145
-3686	PALM_PS152
-3687	PALM_PS162
-57208	PALM_PS171
-28697	PALM_PS189
-25065	PALM_PS47
-40261	PALM_PS62
-40260	PALM_PS64
-71331	PALM_PT141
-46873	PALM_PT141_T145
-39747	PALM_PT145
-49698	PALM_PT154
-35847	PALM_PT158
5066	PAM
51025	PAM16
-95375	PAM16_PS69
25891	PAMR1
-84508	PAM_PS832
-64650	PAM_PS919
-71173	PAM_PS943
-71171	PAM_PS947
9924	PAN2
-88500	PAN2_PS1189
255967	PAN3
100288730	PAN3-AS1
-29347	PAN3_PS133
-88562	PAN3_PS354
-44804	PAN3_PT350
-40041	PAN3_PT350_S354
-25712	PAN3_PT350_T353
-31308	PAN3_PT353
-64904	PAN3_PY48_Y51_Y52
110231149	PANCR
387572	PAND1
619493	PAND2
677663	PAND3
101154753	PANDAR
53354	PANK1
-91212	PANK1_PS215
80025	PANK2
-18602	PANK2_PS140
-18603	PANK2_PS143
-42867	PANK2_PS145
-42868	PANK2_PS146
-18604	PANK2_PS168
-50247	PANK2_PS168_S169
-77705	PANK2_PS168_S171
-18605	PANK2_PS169
-49369	PANK2_PS171
-18606	PANK2_PS189
-18607	PANK2_PS203
-36870	PANK2_PT142
-40416	PANK2_PY190
79646	PANK3
55229	PANK4
-38451	PANK4_PS19
-39163	PANK4_PS378
-35467	PANK4_PS386
-93895	PANK4_PS393
-75250	PANK4_PS404
-39255	PANK4_PS63
-22214	PANK4_PT406
-67837	PANK4_PY383
101927423	PANO1
100506421	PANTR1
24145	PANX1
-92374	PANX1_PS182
56666	PANX2
116337	PANX3
171513	PAOD1
196743	PAOX
8103	PAPA2
338333	PAPA3
450096	PAPA4
101241897	PAPA5
-70625	PAPD4_PS62
-64100	PAPD4_PS95
-56555	PAPD5_PS563
-57053	PAPD7_PS309
-23372	PAPD7_PS337
-66393	PAPD7_PT330
-49821	PAPD7_PT529_T531
89932	PAPLN
10914	PAPOLA
-17655	PAPOLA_PS24
-17656	PAPOLA_PS27
-25229	PAPOLA_PS526
-25445	PAPOLA_PS529
-56592	PAPOLA_PS532
-85720	PAPOLA_PS537
-41326	PAPOLA_PS545
-65567	PAPOLA_PS549
-76646	PAPOLA_PS550
-28897	PAPOLA_PS552
-28896	PAPOLA_PS553
-24890	PAPOLA_PS654
-71241	PAPOLA_PS738
-17657	PAPOLA_PT109
-17654	PAPOLA_PT23
-38266	PAPOLA_PT544
-85721	PAPOLA_PT719
56903	PAPOLB
64895	PAPOLG
-16984	PAPOLG_PS508
-16985	PAPOLG_PS525
-28356	PAPOLG_PS528
-49929	PAPOLG_PS533
-28089	PAPOLG_PS534
-92924	PAPOLG_PS552
-37020	PAPOLG_PS599
-16986	PAPOLG_PS646
-16987	PAPOLG_PS648
-46970	PAPOLG_PS684
-16988	PAPOLG_PS708
-65506	PAPOLG_PS715
-65507	PAPOLG_PS716
-16983	PAPOLG_PT108
-27849	PAPOLG_PT22
-39189	PAPOLG_PT597
5069	PAPPA
493913	PAPPA-AS1
103611155	PAPPA-AS2
60676	PAPPA2
9061	PAPSS1
-56433	PAPSS1_PS102
-31756	PAPSS1_PS14
9060	PAPSS2
-30750	PAPSS2_PS92
-62188	PAPSS2_PT187
-66888	PAPSS2_PY613
152559	PAQR3
124222	PAQR4
54852	PAQR5
79957	PAQR6
164091	PAQR7
85315	PAQR8
344838	PAQR9
101927832	PAQR9-AS1
101929371	PARAL1
56288	PARD3
100505601	PARD3-AS1
117583	PARD3B
-53395	PARD3B_PS100
-18479	PARD3B_PS1100
-18480	PARD3B_PS1122
-91263	PARD3B_PS1162
-91264	PARD3B_PS1184
-91265	PARD3B_PS140
-40748	PARD3B_PS338
-50481	PARD3B_PS346
-91266	PARD3B_PS352
-91267	PARD3B_PS364
-91268	PARD3B_PS366
-91269	PARD3B_PS368
-27464	PARD3B_PS511
-61516	PARD3B_PS513
-18471	PARD3B_PS573
-77461	PARD3B_PS640
-18473	PARD3B_PS648
-18474	PARD3B_PS682
-30973	PARD3B_PS682_S687
-18475	PARD3B_PS683
-25144	PARD3B_PS683_S687
-18476	PARD3B_PS684
-59413	PARD3B_PS684_S687
-91270	PARD3B_PS710
-18477	PARD3B_PS718
-91271	PARD3B_PS732
-54181	PARD3B_PS739
-91272	PARD3B_PS745
-91273	PARD3B_PS746
-91274	PARD3B_PS749
-91275	PARD3B_PS90
-37682	PARD3B_PS911
-59153	PARD3B_PS928
-42588	PARD3B_PT133
-34648	PARD3B_PT571
-18472	PARD3B_PT633
-65744	PARD3B_PY920
-18478	PARD3B_PY938
-42327	PARD3_PS1028
-6831	PARD3_PS1043
-55314	PARD3_PS1084
-47370	PARD3_PS1085
-43409	PARD3_PS1089
-65041	PARD3_PS1099
-27520	PARD3_PS1100
-27517	PARD3_PS1104
-58474	PARD3_PS1121
-49143	PARD3_PS1136
-91254	PARD3_PS1139
-42628	PARD3_PS1160
-6834	PARD3_PS1175
-21006	PARD3_PS1178
-53787	PARD3_PS1180
-6835	PARD3_PS1193
-6836	PARD3_PS1195
-52819	PARD3_PS1221
-74484	PARD3_PS1236
-71525	PARD3_PS1242
-59263	PARD3_PS1257
-91255	PARD3_PS1261
-28399	PARD3_PS1317
-47405	PARD3_PS1332
-91256	PARD3_PS1335
-6804	PARD3_PS144
-6806	PARD3_PS174
-36476	PARD3_PS201
-39412	PARD3_PS210
-45932	PARD3_PS220
-6808	PARD3_PS221
-45933	PARD3_PS223
-45934	PARD3_PS225
-46162	PARD3_PS25
-6810	PARD3_PS379
-6811	PARD3_PS380
-6812	PARD3_PS383
-6813	PARD3_PS393
-6814	PARD3_PS396
-6815	PARD3_PS561
-36385	PARD3_PS692
-6816	PARD3_PS695
-6817	PARD3_PS715
-40904	PARD3_PS715_S728
-6818	PARD3_PS717
-44032	PARD3_PS717_S728
-6819	PARD3_PS720
-6820	PARD3_PS728
-91253	PARD3_PS792
-43837	PARD3_PS800
-43834	PARD3_PS804
-25386	PARD3_PS806
-91257	PARD3_PS809
-6821	PARD3_PS824
-91258	PARD3_PS827
-37397	PARD3_PS837
-72003	PARD3_PS847
-6822	PARD3_PS849
-91259	PARD3_PS852
-6823	PARD3_PS870
-6824	PARD3_PS872
-40918	PARD3_PS906
-6825	PARD3_PS921
-91260	PARD3_PS924
-31675	PARD3_PS940
-65538	PARD3_PS944
-69788	PARD3_PS946
-21834	PARD3_PS949
-53203	PARD3_PS953
-6826	PARD3_PS955
-6827	PARD3_PS959
-74893	PARD3_PS961
-91261	PARD3_PS962
-6828	PARD3_PS964
-6829	PARD3_PS968
-6830	PARD3_PS970
-91262	PARD3_PS973
-6805	PARD3_PT171
-6807	PARD3_PT175
-63681	PARD3_PT579
-67582	PARD3_PT947
-50525	PARD3_PT962
-6832	PARD3_PY1077
-21487	PARD3_PY1086
-37880	PARD3_PY1101
-75499	PARD3_PY1109
-6833	PARD3_PY1124
-55270	PARD3_PY1241
-77005	PARD3_PY1256
-68206	PARD3_PY199
-6809	PARD3_PY378
-72666	PARD3_PY489
-30017	PARD3_PY719_S728
50855	PARD6A
-53606	PARD6A_PS106
-53600	PARD6A_PS108
-68684	PARD6A_PS164
-63000	PARD6A_PS277
-93694	PARD6A_PS278
84612	PARD6B
-17636	PARD6B_PS11
84552	PARD6G
100130522	PARD6G-AS1
-17635	PARD6G_PS105
-93023	PARD6G_PS110
-24561	PARD6G_PS295
-93024	PARD6G_PS4
-17634	PARD6G_PS4_S8
-93025	PARD6G_PS8
8505	PARG
728407	PARGP1
114004351	PARGP1-AGAP4
-90217	PARG_PS137
-90218	PARG_PS197
-90219	PARG_PS201
-90220	PARG_PS261
-90221	PARG_PS264
-90222	PARG_PS286
-90223	PARG_PS291
-90224	PARG_PS302
-90225	PARG_PS316
-90226	PARG_PS323
-90227	PARG_PT139
-90228	PARG_PT199
170534	PARK10
677662	PARK12
100359403	PARK16
108353827	PARK21
5072	PARK3
11315	PARK7
-46482	PARK7_PS47
-4795	PARK7_PS57
55486	PARL
25849	PARM1
5073	PARN
-72156	PARN_PS102
-83504	PARN_PS163
-83505	PARN_PS402
-62048	PARN_PS469
-5201	PARN_PS496
-66946	PARN_PS509
-62255	PARN_PS509_S526
-27527	PARN_PS509_T528
-30280	PARN_PS511
-56587	PARN_PS511_S526
-23651	PARN_PS526
-83506	PARN_PS557
-5202	PARN_PS558
-41268	PARN_PS558_S562
-51795	PARN_PS562
-53890	PARN_PS567
-83507	PARN_PS570
-83508	PARN_PS587
-83509	PARN_PS619
-83510	PARN_PS623
-83511	PARN_PS628
