ENTREZ_GENE_ID	HUGO_GENE_SYMBOL	GENETIC_ENTITY_ID	TYPE	CYTOBAND	LENGTH
100533659	LOC100533659	19315	pseudo	NULL	NULL
100533660	EI24P5	7906	pseudo	NULL	NULL
100533661	SGOL1P2	53532	pseudo	NULL	NULL
100533662	STK25P1	55804	pseudo	NULL	NULL
100533663	LOC100533663	19316	pseudo	NULL	NULL
100533664	PTCHD3P2	45835	pseudo	NULL	1205
100533665	PTCHD3P3	45836	pseudo	NULL	906
100533666	SGOL1P1	53531	pseudo	NULL	NULL
100533667	LOC100533667	19317	pseudo	NULL	NULL
100533668	KLF2P4	14360	pseudo	NULL	NULL
100533669	LOC100533669	19318	pseudo	NULL	NULL
100533670	LOC100533670	19319	pseudo	NULL	NULL
100533671	ADAM20P2	454	pseudo	NULL	1273
100533672	TRIM60P19	58215	pseudo	NULL	1462
100533673	OSBPL9P6	43340	pseudo	NULL	NULL
100533674	NPAP1P4	41809	pseudo	NULL	3310
100533675	NPAP1P6	41811	pseudo	NULL	3484
100533676	PHACTR2P1	44190	pseudo	NULL	NULL
100533677	LOC100533677	19320	pseudo	NULL	NULL
100533678	LOC100533678	19321	pseudo	NULL	NULL
100533679	LOC100533679	19322	pseudo	NULL	NULL
100533682	MIPEPP1	36011	pseudo	NULL	2027
100533695	RLIMP1	46915	pseudo	NULL	1680
100533705	SLC9B1P5	54212	pseudo	NULL	NULL
100533706	LOC100533706	19323	pseudo	NULL	NULL
100533707	LOC100533707	19324	pseudo	NULL	NULL
100533708	LOC100533708	19325	pseudo	NULL	NULL
100533709	LOC100533709	19326	pseudo	NULL	NULL
100533710	LOC100533710	19327	pseudo	NULL	NULL
100533711	LOC100533711	19328	pseudo	NULL	NULL
100533712	LOC100533712	19329	pseudo	NULL	NULL
100533713	ELL2P3	8097	pseudo	NULL	1602
100533714	DDX43P2	6582	pseudo	NULL	NULL
100533716	LOC100533716	19330	pseudo	NULL	NULL
100533717	BCAR1P1	2280	pseudo	NULL	NULL
100533718	BCAR1P2	2281	pseudo	NULL	NULL
100533719	ANKRD20A14P	1137	pseudo	NULL	1746
100533720	ANKRD20A15P	1138	pseudo	NULL	NULL
100533721	PNPT1P2	44835	pseudo	NULL	2050
100533722	LOC100533722	19331	pseudo	NULL	NULL
100533723	LOC100533723	19332	pseudo	NULL	NULL
100533725	ERVFRD-3	8387	pseudo	NULL	NULL
100533727	LOC100533727	19333	pseudo	2q34	NULL
100533728	LOC100533728	19334	pseudo	NULL	NULL
100533729	LOC100533729	19335	pseudo	NULL	NULL
100533730	LOC100533730	19336	pseudo	NULL	NULL
100533731	RLIMP2	46916	pseudo	NULL	1563
100533732	LOC100533732	19337	pseudo	NULL	NULL
100533733	LOC100533733	19338	pseudo	NULL	NULL
100533734	LOC100533734	19339	pseudo	NULL	NULL
100533735	LOC100533735	19340	pseudo	NULL	NULL
100533736	LOC100533736	19341	pseudo	NULL	NULL
100533754	MARK3P3	35512	pseudo	NULL	NULL
100533755	LOC100533755	19342	pseudo	NULL	NULL
100533757	LOC100533757	19343	pseudo	NULL	NULL
100533787	LOC100533787	19344	pseudo	NULL	NULL
100533789	LRRC37A8P	35018	pseudo	17q12	NULL
100533790	LRRC37A9P	35019	pseudo	NULL	NULL
100533791	LRRC37A10P	35004	pseudo	NULL	NULL
100533794	MARK2P15	35498	pseudo	NULL	2186
100533795	MARK2P16	35499	pseudo	NULL	NULL
100533800	BMPR1APS2	2513	pseudo	11q24.1	1016
100533814	LOC100533814	19345	pseudo	NULL	NULL
100533842	LOC100533842	19346	pseudo	NULL	NULL
100533843	LOC100533843	19347	pseudo	NULL	NULL
100533844	TARS2P1	56238	pseudo	NULL	2041
100533845	LOC100533845	19348	pseudo	NULL	NULL
100533846	LOC100533846	19349	pseudo	NULL	NULL
100533847	TYW1P1	59230	pseudo	NULL	NULL
100533848	LOC100533848	19350	pseudo	NULL	NULL
100533849	MAPKAPK5P1	35460	pseudo	NULL	1376
100533850	LOC100533850	19351	pseudo	NULL	NULL
100533851	ATP8A2P2	2061	pseudo	NULL	1568
100533852	LOC100533852	19352	pseudo	18p11.21	NULL
100533853	LOC100533853	19353	pseudo	NULL	NULL
100533884	LOC100533884	19354	pseudo	NULL	NULL
100533885	LOC100533885	19355	pseudo	NULL	NULL
100533886	LOC100533886	19356	pseudo	NULL	NULL
100533887	LOC100533887	19357	pseudo	NULL	NULL
100533888	LOC100533888	19358	pseudo	NULL	NULL
100533889	LOC100533889	19359	pseudo	NULL	NULL
100533890	LOC100533890	19360	pseudo	NULL	NULL
100533891	LOC100533891	19361	pseudo	NULL	NULL
100533892	LOC100533892	19362	pseudo	NULL	NULL
100533893	LOC100533893	19363	pseudo	NULL	NULL
100533894	LOC100533894	19364	pseudo	NULL	NULL
100533895	LOC100533895	19365	pseudo	NULL	NULL
100533896	LOC100533896	19366	pseudo	NULL	NULL
100533897	LOC100533897	19367	pseudo	NULL	NULL
100533898	LOC100533898	19368	pseudo	NULL	NULL
100533899	LOC100533899	19369	pseudo	NULL	NULL
100533900	LOC100533900	19370	pseudo	NULL	NULL
100533901	LOC100533901	19371	pseudo	NULL	NULL
100533902	LOC100533902	19372	pseudo	NULL	NULL
100533903	LOC100533903	19373	pseudo	NULL	NULL
100533904	LOC100533904	19374	pseudo	NULL	NULL
100533911	LOC100533911	19375	pseudo	NULL	NULL
100533912	LOC100533912	19376	pseudo	NULL	NULL
100533913	LOC100533913	19377	pseudo	NULL	NULL
100533914	LOC100533914	19378	pseudo	NULL	NULL
100533915	LOC100533915	19379	pseudo	NULL	NULL
100533916	LOC100533916	19380	pseudo	NULL	NULL
100533917	LOC100533917	19381	pseudo	NULL	NULL
100533918	LOC100533918	19382	pseudo	NULL	NULL
100533919	LOC100533919	19383	pseudo	NULL	NULL
100533920	LOC100533920	19384	pseudo	NULL	NULL
100533921	LOC100533921	19385	pseudo	NULL	NULL
100533922	LOC100533922	19386	pseudo	NULL	NULL
100533923	LOC100533923	19387	pseudo	NULL	NULL
100533924	LOC100533924	19388	pseudo	NULL	NULL
100533925	LOC100533925	19389	pseudo	NULL	NULL
100533926	LOC100533926	19390	pseudo	NULL	NULL
100533927	LOC100533927	19391	pseudo	NULL	NULL
100533928	LOC100533928	19392	pseudo	NULL	NULL
100533929	LOC100533929	19393	pseudo	NULL	NULL
100533930	LOC100533930	19394	pseudo	NULL	NULL
100533931	LOC100533931	19395	pseudo	NULL	NULL
100533932	LOC100533932	19396	pseudo	NULL	NULL
100533933	LOC100533933	19397	pseudo	NULL	NULL
100533934	LOC100533934	19398	pseudo	NULL	NULL
100533935	LOC100533935	19399	pseudo	NULL	NULL
100533936	LOC100533936	19400	pseudo	NULL	NULL
100533937	LOC100533937	19401	pseudo	NULL	NULL
100533938	LOC100533938	19402	pseudo	NULL	NULL
100533939	LOC100533939	19403	pseudo	NULL	NULL
100533940	LOC100533940	19404	pseudo	NULL	NULL
100533941	LOC100533941	19405	pseudo	NULL	NULL
100533942	LOC100533942	19406	pseudo	NULL	NULL
100533943	LOC100533943	19407	pseudo	NULL	NULL
100533944	LOC100533944	19408	pseudo	NULL	NULL
100533945	LOC100533945	19409	pseudo	NULL	NULL
100533946	LOC100533946	19410	pseudo	NULL	NULL
100533947	LOC100533947	19411	pseudo	NULL	NULL
100533948	LOC100533948	19412	pseudo	NULL	NULL
100533949	LOC100533949	19413	pseudo	NULL	NULL
100533950	LOC100533950	19414	pseudo	NULL	NULL
100533951	LOC100533951	19415	pseudo	NULL	NULL
100533952	RBAK-RBAKDN	46430	protein-coding	NULL	NULL
100533955	SENP3-EIF4A1	53296	ncRNA	17p	3520
100533970	P2RX5-TAX1BP3	43443	ncRNA	17p	NULL
100533975	SLMO2-ATP5E	54274	ncRNA	NULL	NULL
100533990	APOC4-APOC2	1374	ncRNA	19q	NULL
100533997	MAGEA10-MAGEA5	35282	protein-coding	Xq28	NULL
100534012	TNFAIP8L2-SCNM1	57314	protein-coding	1q21.3	NULL
100534589	HOXA10-HOXA9	12324	ncRNA	7p15.2	NULL
100534592	URGCP-MRPS24	59608	protein-coding	7p13	NULL
100534593	STX16-NPEPL1	55892	ncRNA	20q	3859
100534595	HNRNPUL2-BSCL2	12298	ncRNA	NULL	NULL
100534599	ISY1-RAB43	13786	protein-coding	3q	4868
100534611	TM4SF19-TCTEX1D2	56902	ncRNA	3q	NULL
100534612	C1QTNF3-AMACR	3228	ncRNA	5p	NULL
100534624	LCR-OPSIN	15007	other	NULL	NULL
100551499	LINC00159	15226	ncRNA	21q22.11	572
100568447	IGHV3OR16-14	13120	pseudo	16p11.2	NULL
100616100	ERVK-2	8408	other	3p25.3	NULL
100616101	ERVK-10	8398	other	5q33.3	NULL
100616102	ERVK-9	8427	other	6q14.1	NULL
100616103	ERVK-21	8410	other	12q14.1	NULL
100616104	ERVFH21-1	8384	other	7p21.3	NULL
100616105	ERVE-4	8382	other	6q15	NULL
100616106	ERVK3-4	8433	other	11p15.4	NULL
100616107	ERVK3-6	8435	other	19q13.41	NULL
100616108	ERVK3-8	8437	other	20p11.21	NULL
100616109	MIR4464	38730	ncRNA	NULL	NULL
100616110	MIR2681	38226	ncRNA	NULL	NULL
100616111	MIR4455	38720	ncRNA	NULL	NULL
100616112	MIR4793	38997	ncRNA	NULL	NULL
100616113	MIR4680	38881	ncRNA	NULL	NULL
100616114	MIR4668	38868	ncRNA	NULL	NULL
100616115	MIR4469	38735	ncRNA	NULL	NULL
100616116	MIR4648	38843	ncRNA	NULL	NULL
100616117	MIR4653	38849	ncRNA	NULL	NULL
100616118	MIR4486	38755	ncRNA	NULL	NULL
100616119	MIR4697	38898	ncRNA	11q25	NULL
100616120	MIR4695	38896	ncRNA	NULL	NULL
100616121	MIR1268B	37991	ncRNA	NULL	NULL
100616122	MIR4523	38805	ncRNA	NULL	NULL
100616123	MIR4436B1	38699	ncRNA	NULL	NULL
100616124	MIR4647	38842	ncRNA	NULL	NULL
100616125	MIR4731	38932	ncRNA	NULL	NULL
100616126	MIR4686	38887	ncRNA	NULL	NULL
100616127	MIR4448	38713	ncRNA	3q27.1	NULL
100616128	MIR4679-1	38879	ncRNA	NULL	NULL
100616129	MIR4445	38710	ncRNA	NULL	NULL
100616130	MIR4526	38809	ncRNA	NULL	NULL
100616131	MIR3689D1	38485	ncRNA	NULL	74
100616132	MIR4728	38929	ncRNA	NULL	NULL
100616133	MIR4699	38901	ncRNA	NULL	NULL
100616134	MIR499B	39030	ncRNA	NULL	NULL
100616135	MIR4507	38780	ncRNA	NULL	NULL
100616136	MIR4430	38688	ncRNA	NULL	NULL
100616137	MIR4501	38774	ncRNA	NULL	NULL
100616138	MIR4787	38991	ncRNA	NULL	NULL
100616139	MIR4741	38942	ncRNA	NULL	NULL
100616140	MIR4506	38779	ncRNA	NULL	NULL
100616141	MIR4428	38686	ncRNA	NULL	NULL
100616142	MIR4458	38723	ncRNA	5p15.31	NULL
100616143	MIR4763	38964	ncRNA	NULL	NULL
100616144	MIR548AN	39159	ncRNA	NULL	NULL
100616145	MIR1273G	38003	ncRNA	NULL	NULL
100616146	MIR4534	38817	ncRNA	NULL	NULL
100616147	MIR4769	38970	ncRNA	NULL	NULL
100616148	MIR4760	38961	ncRNA	NULL	NULL
100616149	MIR4512	38790	ncRNA	NULL	NULL
100616150	MIR4720	38921	ncRNA	16q23.2	NULL
100616151	MIR4480	38749	ncRNA	NULL	NULL
100616152	MIR4804	39008	ncRNA	NULL	NULL
100616153	MIR4726	38927	ncRNA	NULL	NULL
100616154	MIR4466	38732	ncRNA	NULL	NULL
100616155	MIR4536-1	38819	ncRNA	NULL	NULL
100616156	MIR1273F	38002	ncRNA	NULL	NULL
100616157	MIR4772	38974	ncRNA	NULL	NULL
100616158	MIR4505	38778	ncRNA	NULL	NULL
100616159	MIR4779	38983	ncRNA	NULL	NULL
100616160	MIR4655	38851	ncRNA	NULL	NULL
100616161	MIR4795	38999	ncRNA	NULL	NULL
100616162	MIR4483	38752	ncRNA	NULL	NULL
100616163	MIR4530	38813	ncRNA	NULL	NULL
100616164	MIR4420	38678	ncRNA	NULL	NULL
100616165	MIR4771-2	38973	ncRNA	NULL	NULL
100616166	MIR4796	39000	ncRNA	NULL	NULL
100616167	MIR4722	38923	ncRNA	NULL	NULL
100616168	MIR4754	38955	ncRNA	NULL	NULL
100616169	MIR378D2	38513	ncRNA	NULL	NULL
100616170	MIR4739	38940	ncRNA	NULL	NULL
100616171	MIR4752	38953	ncRNA	NULL	NULL
100616172	MIR4719	38920	ncRNA	NULL	NULL
100616173	MIR203B	38171	ncRNA	NULL	NULL
100616174	MIR4643	38838	ncRNA	NULL	NULL
100616175	MIR4633	38828	ncRNA	NULL	NULL
100616176	MIR4708	38909	ncRNA	NULL	NULL
100616177	MIR4419A	38676	ncRNA	NULL	NULL
100616178	MIR4641	38836	ncRNA	6p21.1	NULL
100616179	MIR4498	38767	ncRNA	NULL	NULL
100616180	MIR4465	38731	ncRNA	NULL	NULL
100616181	MIR4514	38792	ncRNA	NULL	NULL
100616182	MIR4500	38772	ncRNA	13q31.2	NULL
100616183	MIR4513	38791	ncRNA	NULL	NULL
100616184	MIR4477A	38744	ncRNA	NULL	NULL
100616185	MIR371B	38497	ncRNA	NULL	NULL
100616186	MIR4490	38759	ncRNA	NULL	NULL
100616187	MIR4783	38987	ncRNA	NULL	NULL
100616188	MIR3972	38568	ncRNA	NULL	NULL
100616189	MIR4421	38679	ncRNA	NULL	NULL
100616190	MIR548O2	39200	ncRNA	NULL	70
100616191	MIR548AJ1	39154	ncRNA	NULL	72
100616192	MIR4679-2	38880	ncRNA	NULL	NULL
100616193	MIR4453	38718	ncRNA	NULL	NULL
100616194	MIR4477B	38745	ncRNA	NULL	NULL
100616195	MIR4718	38919	ncRNA	NULL	NULL
100616196	MIR4525	38808	ncRNA	NULL	NULL
100616197	ERVK-23	8412	other	21q21.1	NULL
100616198	ERVW-6	8470	other	11q14.1	NULL
100616199	ERVK3-7	8436	other	19p13.2	NULL
100616200	ERVS71-2	8442	other	10p11.1	NULL
100616201	MIR378D1	38512	ncRNA	NULL	NULL
100616202	MIR4634	38829	ncRNA	NULL	NULL
100616203	MIR4734	38935	ncRNA	NULL	NULL
100616204	MIR4729	38930	ncRNA	NULL	NULL
100616205	MIR4704	38905	ncRNA	NULL	NULL
100616206	MIR4652	38848	ncRNA	NULL	NULL
100616207	MIR4439	38703	ncRNA	NULL	NULL
100616208	MIR4782	38986	ncRNA	NULL	NULL
100616209	MIR4461	38727	ncRNA	5q31.1	NULL
100616210	MIR4737	38938	ncRNA	NULL	NULL
100616211	MIR4709	38910	ncRNA	NULL	NULL
100616212	MIR3689F	38488	ncRNA	NULL	NULL
100616213	MIR4437	38701	ncRNA	NULL	NULL
100616214	MIR4667	38867	ncRNA	NULL	NULL
100616215	MIR548AL	39157	ncRNA	NULL	NULL
100616216	MIR4797	39001	ncRNA	NULL	NULL
100616217	MIR1254-2	37970	ncRNA	NULL	NULL
100616218	MIR3135B	38290	ncRNA	NULL	NULL
100616219	MIR4765	38966	ncRNA	NULL	NULL
100616220	MIR4736	38937	ncRNA	NULL	NULL
100616221	MIR4662A	38860	ncRNA	NULL	NULL
100616222	MIR4487	38756	ncRNA	NULL	NULL
100616223	MIR4509-1	38782	ncRNA	NULL	NULL
100616224	MIR4753	38954	ncRNA	NULL	NULL
100616225	MIR4756	38957	ncRNA	NULL	NULL
100616226	MIR4468	38734	ncRNA	NULL	NULL
100616227	MIR4502	38775	ncRNA	NULL	NULL
100616228	MIR4509-2	38783	ncRNA	NULL	NULL
100616229	MIR4473	38740	ncRNA	NULL	NULL
100616230	MIR4646	38841	ncRNA	NULL	NULL
100616231	MIR4519	38797	ncRNA	NULL	NULL
100616232	MIR4528	38811	ncRNA	NULL	NULL
100616233	MIR4459	38725	ncRNA	NULL	NULL
100616234	MIR4454	38719	ncRNA	4q32.2	NULL
100616235	MIR4457	38722	ncRNA	NULL	NULL
100616236	MIR4669	38869	ncRNA	NULL	NULL
100616237	MIR4640	38835	ncRNA	NULL	NULL
100616238	MIR3529	38408	ncRNA	NULL	NULL
100616239	MIR4705	38906	ncRNA	NULL	NULL
100616240	MIR4496	38765	ncRNA	NULL	NULL
100616241	MIR4717	38918	ncRNA	NULL	NULL
100616242	MIR4673	38873	ncRNA	NULL	NULL
100616243	MIR4759	38960	ncRNA	NULL	NULL
100616244	MIR3976	38572	ncRNA	NULL	NULL
100616245	MIR4661	38859	ncRNA	NULL	NULL
100616246	MIR4799	39003	ncRNA	NULL	NULL
100616247	MIR151B	38095	ncRNA	NULL	NULL
100616248	MIR4724	38925	ncRNA	NULL	NULL
100616249	MIR4768	38969	ncRNA	NULL	NULL
100616250	MIR3960	38567	ncRNA	NULL	NULL
100616251	MIR1587	38105	ncRNA	Xp11.4	NULL
100616252	MIR548AJ2	39155	ncRNA	Xp21.1	92
100616253	MIR4762	38963	ncRNA	NULL	NULL
100616254	MIR548AH	39152	ncRNA	NULL	NULL
100616255	MIR4662B	38861	ncRNA	NULL	NULL
100616256	MIR4721	38922	ncRNA	NULL	NULL
100616257	MIR3975	38571	ncRNA	NULL	NULL
100616258	MIR4516	38794	ncRNA	NULL	NULL
100616259	MIR378I	38518	ncRNA	NULL	NULL
100616260	MIR4663	38862	ncRNA	NULL	NULL
100616261	MIR4504	38777	ncRNA	NULL	NULL
100616262	MIR4701	38903	ncRNA	NULL	NULL
100616263	MIR4485	38754	ncRNA	NULL	NULL
100616264	MIR4527	38810	ncRNA	NULL	NULL
100616265	MIR4433A	38692	ncRNA	NULL	NULL
100616266	MIR4733	38934	ncRNA	NULL	NULL
100616267	MIR4776-1	38979	ncRNA	NULL	NULL
100616268	MIR4472-1	38738	ncRNA	NULL	NULL
100616269	MIR4639	38834	ncRNA	NULL	NULL
100616270	MIR4651	38847	ncRNA	NULL	NULL
100616271	MIR4637	38832	ncRNA	NULL	NULL
100616272	MIR4422	38680	ncRNA	NULL	NULL
100616273	MIR451B	38799	ncRNA	NULL	NULL
100616274	MIR4802	39006	ncRNA	NULL	NULL
100616275	MIR4508	38781	ncRNA	NULL	NULL
100616276	MIR4538	38822	ncRNA	NULL	NULL
100616277	MIR4522	38804	ncRNA	NULL	NULL
100616278	MIR4540	38825	ncRNA	9p13.2	NULL
100616279	MIR3974	38570	ncRNA	NULL	NULL
100616280	MIR4503	38776	ncRNA	NULL	NULL
100616281	MIR4788	38992	ncRNA	NULL	NULL
100616282	MIR4738	38939	ncRNA	NULL	NULL
100616283	MIR4766	38967	ncRNA	NULL	NULL
100616284	MIR4489	38758	ncRNA	NULL	NULL
100616285	MIR4645	38840	ncRNA	NULL	NULL
100616286	MIR4676	38876	ncRNA	NULL	NULL
100616287	MIR4495	38764	ncRNA	NULL	NULL
100616288	MIR4665	38864	ncRNA	NULL	NULL
100616289	MIR4475	38742	ncRNA	NULL	NULL
100616290	MIR4529	38812	ncRNA	NULL	NULL
100616291	MIR4791	38995	ncRNA	NULL	NULL
100616292	MIR4690	38891	ncRNA	NULL	NULL
100616293	MIR4510	38788	ncRNA	NULL	NULL
100616294	MIR4740	38941	ncRNA	NULL	NULL
100616295	MIR4764	38965	ncRNA	NULL	NULL
100616296	MIR4678	38878	ncRNA	NULL	NULL
100616297	MIR3977	38574	ncRNA	NULL	NULL
100616298	MIR4419B	38677	ncRNA	NULL	NULL
100616299	MIR4450	38715	ncRNA	NULL	NULL
100616300	MIR4710	38911	ncRNA	NULL	NULL
100616301	MIR4674	38874	ncRNA	NULL	NULL
100616302	MIR548X2	39209	ncRNA	NULL	100
100616303	MIR3688-2	38481	ncRNA	NULL	NULL
100616304	MIR4499	38768	ncRNA	NULL	NULL
100616305	MIR548AE1	39148	ncRNA	NULL	70
100616306	MIR378H	38517	ncRNA	5q33.2	NULL
100616307	MIR4757	38958	ncRNA	NULL	NULL
100616308	MIR4666A	38865	ncRNA	NULL	NULL
100616309	MIR4472-2	38739	ncRNA	NULL	NULL
100616310	MIR4650-1	38845	ncRNA	7q11.21	NULL
100616311	MIR3973	38569	ncRNA	NULL	NULL
100616312	MIR4478	38746	ncRNA	NULL	NULL
100616313	MIR4749	38950	ncRNA	NULL	NULL
100616314	MIR4750	38951	ncRNA	NULL	NULL
100616315	MIR4781	38985	ncRNA	NULL	NULL
100616316	MIR4524A	38806	ncRNA	NULL	NULL
100616317	MIR4777	38981	ncRNA	NULL	NULL
100616318	MIR4664	38863	ncRNA	NULL	NULL
100616319	MIR4493	38762	ncRNA	NULL	NULL
100616320	MIR4481	38750	ncRNA	NULL	NULL
100616321	MIR378G	38516	ncRNA	NULL	NULL
100616322	MIR4682	38883	ncRNA	NULL	NULL
100616323	MIR4482	38751	ncRNA	NULL	NULL
100616324	MIR1245B	37960	ncRNA	NULL	NULL
100616325	MIR4460	38726	ncRNA	NULL	NULL
100616326	MIR4636	38831	ncRNA	NULL	NULL
100616327	MIR4484	38753	ncRNA	NULL	NULL
100616328	MIR4424	38682	ncRNA	NULL	NULL
100616329	MIR4700	38902	ncRNA	NULL	NULL
100616330	MIR4491	38760	ncRNA	NULL	NULL
100616331	MIR4650-2	38846	ncRNA	7q11.22	NULL
100616332	MIR4716	38917	ncRNA	NULL	NULL
100616333	MIR3689C	38484	ncRNA	NULL	NULL
100616334	MIR4790	38994	ncRNA	NULL	NULL
100616335	MIR219B	38206	ncRNA	9q34.11	NULL
100616336	MIR548AB	39145	ncRNA	NULL	NULL
100616337	MIR4747	38948	ncRNA	NULL	NULL
100616338	MIR4794	38998	ncRNA	NULL	NULL
100616339	MIR548AE2	39149	ncRNA	NULL	67
100616340	MIR4758	38959	ncRNA	NULL	NULL
100616341	MIR4435-2	38696	ncRNA	2q13	NULL
100616342	MIR4638	38833	ncRNA	NULL	NULL
100616343	MIR4677	38877	ncRNA	NULL	NULL
100616344	MIR3689D2	38486	ncRNA	NULL	80
100616345	MIR4426	38684	ncRNA	NULL	NULL
100616346	MIR4649	38844	ncRNA	NULL	NULL
100616347	MIR548AI	39153	ncRNA	NULL	NULL
100616348	MIR4659A	38855	ncRNA	NULL	NULL
100616349	MIR4451	38716	ncRNA	NULL	NULL
100616350	MIR4660	38858	ncRNA	NULL	NULL
100616351	MIR4670	38870	ncRNA	NULL	NULL
100616352	MIR4642	38837	ncRNA	NULL	NULL
100616353	MIR4532	38815	ncRNA	NULL	NULL
100616354	MIR550A3	39216	ncRNA	NULL	NULL
100616355	MIR4531	38814	ncRNA	NULL	NULL
100616356	MIR4774	38977	ncRNA	2q24.3	NULL
100616357	MIR3591	38409	ncRNA	NULL	NULL
100616358	MIR4800	39004	ncRNA	NULL	NULL
100616359	MIR4730	38931	ncRNA	NULL	NULL
100616360	MIR2467	38224	ncRNA	NULL	NULL
100616361	MIR4775	38978	ncRNA	NULL	NULL
100616362	MIR4533	38816	ncRNA	NULL	NULL
100616363	MIR4735	38936	ncRNA	NULL	NULL
100616364	MIR4785	38989	ncRNA	NULL	NULL
100616365	MIR4425	38683	ncRNA	NULL	NULL
100616366	MIR4743	38944	ncRNA	NULL	NULL
100616367	MIR4467	38733	ncRNA	NULL	NULL
100616368	MIR4688	38889	ncRNA	NULL	NULL
100616369	MIR4713	38914	ncRNA	NULL	NULL
100616370	MIR4771-1	38972	ncRNA	NULL	NULL
100616371	MIR4746	38947	ncRNA	NULL	NULL
100616372	MIR4659B	38856	ncRNA	NULL	NULL
100616373	MIR4770	38971	ncRNA	NULL	NULL
100616374	MIR4539	38823	ncRNA	NULL	NULL
100616375	MIR4438	38702	ncRNA	NULL	NULL
100616376	MIR4492	38761	ncRNA	NULL	NULL
100616377	MIR4803	39007	ncRNA	NULL	NULL
100616378	MIR4784	38988	ncRNA	NULL	NULL
100616379	MIR4511	38789	ncRNA	NULL	NULL
100616380	MIR4671	38871	ncRNA	NULL	NULL
100616381	MIR4456	38721	ncRNA	NULL	NULL
100616382	MIR4509-3	38784	ncRNA	NULL	NULL
100616383	MIR4675	38875	ncRNA	NULL	NULL
100616384	MIR548AC	39146	ncRNA	NULL	NULL
100616385	MIR4732	38933	ncRNA	NULL	NULL
100616386	MIR4654	38850	ncRNA	NULL	NULL
100616387	MIR3064	38253	ncRNA	17q23.3	NULL
100616388	MIR4723	38924	ncRNA	NULL	NULL
100616389	MIR4463	38729	ncRNA	NULL	NULL
100616390	MIR4427	38685	ncRNA	NULL	NULL
100616391	MIR4684	38885	ncRNA	NULL	NULL
100616392	MIR4773-1	38975	ncRNA	NULL	NULL
100616393	MIR4657	38853	ncRNA	NULL	NULL
100616394	MIR4444-1	38708	ncRNA	NULL	NULL
100616395	MIR4789	38993	ncRNA	NULL	NULL
100616396	MIR4712	38913	ncRNA	NULL	NULL
100616397	MIR4440	38704	ncRNA	NULL	NULL
100616398	MIR4681	38882	ncRNA	NULL	NULL
100616399	MIR4436A	38698	ncRNA	NULL	NULL
100616400	MIR3198-2	38366	ncRNA	NULL	NULL
100616401	MIR4520-1	38801	ncRNA	NULL	NULL
100616402	MIR4696	38897	ncRNA	NULL	NULL
100616403	MIR4691	38892	ncRNA	NULL	NULL
100616404	MIR4515	38793	ncRNA	NULL	NULL
100616405	MIR4518	38796	ncRNA	NULL	NULL
100616406	MIR4521	38803	ncRNA	NULL	NULL
100616407	MIR4443	38707	ncRNA	NULL	NULL
100616408	MIR5047	39049	ncRNA	NULL	NULL
100616409	MIR4711	38912	ncRNA	NULL	NULL
100616410	MIR4692	38893	ncRNA	NULL	NULL
100616411	ERVK-16	8404	other	10p14	NULL
100616412	ERVK3-5	8434	other	12q24.12	NULL
100616413	MIR4462	38728	ncRNA	NULL	NULL
100616414	MIR4761	38962	ncRNA	NULL	NULL
100616415	MIR4535	38818	ncRNA	NULL	NULL
100616416	MIR4727	38928	ncRNA	NULL	NULL
100616417	MIR4786	38990	ncRNA	NULL	NULL
100616418	MIR4773-2	38976	ncRNA	NULL	NULL
100616419	MIR4434	38694	ncRNA	NULL	NULL
100616420	MIR4744	38945	ncRNA	NULL	NULL
100616421	MIR4689	38890	ncRNA	NULL	NULL
100616422	MIR4537	38821	ncRNA	NULL	NULL
100616423	MIR4703	38904	ncRNA	NULL	NULL
100616424	MIR4707	38908	ncRNA	NULL	NULL
100616425	MIR4748	38949	ncRNA	NULL	NULL
100616426	MIR4694	38895	ncRNA	NULL	NULL
100616427	MIR5096	39066	ncRNA	NULL	NULL
100616428	MIR548AM	39158	ncRNA	NULL	NULL
100616429	MIR4672	38872	ncRNA	NULL	NULL
100616430	MIR4644	38839	ncRNA	NULL	NULL
100616431	MIR4431	38689	ncRNA	NULL	NULL
100616432	MIR4714	38915	ncRNA	NULL	NULL
100616433	MIR4418	38675	ncRNA	NULL	NULL
100616434	MIR4755	38956	ncRNA	NULL	NULL
100616435	MIR4801	39005	ncRNA	NULL	NULL
100616436	MIR4449	38714	ncRNA	NULL	NULL
100616437	MIR1343	38066	ncRNA	NULL	NULL
100616438	MIR4632	38827	ncRNA	NULL	NULL
100616439	MIR4658	38854	ncRNA	NULL	NULL
100616440	MIR548AG2	39151	ncRNA	NULL	64
100616441	MIR4474	38741	ncRNA	NULL	NULL
100616442	ERVK-12	8400	other	4q32.3	NULL
100616443	ERVK-15	8403	other	7q34	NULL
100616444	ERVK-20	8409	other	11q23.3	NULL
100616445	ERVK-22	8411	other	19p13.3	NULL
100616446	ERVH-1	8388	other	4p15.2	NULL
100616447	MIR4780	38984	ncRNA	NULL	NULL
100616448	MIR4792	38996	ncRNA	NULL	NULL
100616449	MIR4725	38926	ncRNA	NULL	NULL
100616450	MIR548AG1	39150	ncRNA	NULL	66
100616451	MIR4471	38737	ncRNA	NULL	NULL
100616452	MIR2682	38227	ncRNA	NULL	NULL
100616453	MIR4687	38888	ncRNA	NULL	NULL
